epoch,learning_rate,learning_rate_step,loss_step,step
,9.961107502264518e-06,,,49
0,,9.961107934941538e-06,0.010356019251048565,49
,9.842031806730306e-06,,,99
0,,9.842031431617215e-06,0.009822992607951164,99
,9.64516758053992e-06,,,149
0,,9.645167665439658e-06,0.008801168762147427,149
,9.374500677966423e-06,,,199
0,,9.374501132697333e-06,0.010927297174930573,199
,9.035511215184692e-06,,,249
0,,9.035511538968422e-06,0.011314275674521923,249
,8.635062615910149e-06,,,299
0,,8.635062840767205e-06,0.010570111684501171,299
,8.181262649601216e-06,,,349
0,,8.181262273865286e-06,0.009499255567789078,349
,7.68329927574567e-06,,,399
0,,7.68329937272938e-06,0.010189666412770748,399
,7.151254617845188e-06,,,449
0,,7.151254521886585e-06,0.00983754638582468,449
,6.595900833514143e-06,,,499
0,,6.595900686079403e-06,0.01050608977675438,499
,6.028482013653028e-06,,,549
0,,6.028481948305853e-06,0.01062394492328167,549
,5.460486526522187e-06,,,599
0,,5.460486590891378e-06,0.010735314339399338,599
,4.9034144160009615e-06,,,649
0,,4.903414264845196e-06,0.010309362784028053,649
,4.368544563453919e-06,,,699
0,,4.368544523458695e-06,0.010797020979225636,699
,3.86670632741188e-06,,,749
0,,3.866706265398534e-06,0.010094940662384033,749
,3.408060284614587e-06,,,799
0,,3.4080603654729202e-06,0.01083720289170742,799
,3.001892511688985e-06,,,849
0,,3.00189253721328e-06,0.009410141967236996,849
,2.656426572583825e-06,,,899
0,,2.656426659086719e-06,0.010721548460423946,899
,2.37865701839774e-06,,,949
0,,2.3786569727235474e-06,0.008760261349380016,949
,2.17420777068268e-06,,,999
0,,2.1742077933595283e-06,0.011585635133087635,999
,2.0472182554958856e-06,,,1049
0,,2.0472182313824305e-06,0.010299722664058208,1049
,2.0002595936119965e-06,,,1099
0,,2.0002596556878416e-06,0.011230534873902798,1099
,1.9999992132815715e-06,,,1149
0,,1.999999312829459e-06,0.009519497863948345,1149
,1.999996573538048e-06,,,1199
0,,1.9999965843453538e-06,0.011326059699058533,1199
,1.999992074826159e-06,,,1249
0,,1.999992036871845e-06,0.008506459183990955,1249
,1.999985717155197e-06,,,1299
0,,1.9999856704089325e-06,0.009842556901276112,1299
,1.9999775005382933e-06,,,1349
0,,1.9999774849566165e-06,0.010327356867492199,1349
,1.99996742499242e-06,,,1399
0,,1.999967480514897e-06,0.00966875534504652,1399
,1.999955490538389e-06,,,1449
0,,1.9999554297100985e-06,0.00908922590315342,1449
,1.99994169720085e-06,,,1499
0,,1.999941787289572e-06,0.011021177284419537,1499
,1.9999260450082946e-06,,,1549
0,,1.9999260985059664e-06,0.010784581303596497,1549
,1.9999085339930526e-06,,,1599
0,,1.9999085907329572e-06,0.010185168124735355,1599
,1.999889164191293e-06,,,1649
0,,1.9998892639705446e-06,0.011154847219586372,1649
,1.9998679356430246e-06,,,1699
0,,1.999867890845053e-06,0.011518686078488827,1699
,1.9998448483920966e-06,,,1749
0,,1.999844926103833e-06,0.01146700233221054,1749
,1.999819902486196e-06,,,1799
0,,1.9998199149995344e-06,0.010744885541498661,1799
,1.999793097976849e-06,,,1849
0,,1.999793084905832e-06,0.009254182688891888,1849
,1.9997644349194206e-06,,,1899
0,,1.9997644358227262e-06,0.008936382830142975,1899
,1.9997339133731157e-06,,,1949
0,,1.999733967750217e-06,0.009782678447663784,1949
,1.999701533400978e-06,,,1999
0,,1.9997014533146285e-06,0.010687320493161678,1999
,1.999667295069888e-06,,,2049
0,,1.999667347263312e-06,0.010185658000409603,2049
,1.9996311984505667e-06,,,2099
0,,1.9996311948489165e-06,0.010692819021642208,2099
,1.999593243617573e-06,,,2149
0,,1.9995932234451175e-06,0.010485234670341015,2149
