epoch,learning_rate_step,loss_step,lr-AdamW,step
,,,5.8371700761219525e-06,49
0,5.837170192535268e-06,1.144283413887024,,49
,,,5.8371700761219525e-06,99
0,5.837170192535268e-06,0.7665374875068665,,99
,,,5.8371700761219525e-06,149
0,5.837170192535268e-06,0.47610363364219666,,149
,,,5.8371700761219525e-06,199
0,5.837170192535268e-06,0.30054858326911926,,199
,,,5.8371700761219525e-06,249
0,5.837170192535268e-06,0.21952708065509796,,249
,,,5.8371700761219525e-06,299
0,5.837170192535268e-06,0.15321706235408783,,299
,,,5.8371700761219525e-06,349
0,5.837170192535268e-06,0.1121787428855896,,349
,,,5.8371700761219525e-06,399
0,5.837170192535268e-06,0.09278496354818344,,399
,,,5.8371700761219525e-06,449
0,5.837170192535268e-06,0.0763087272644043,,449
,,,5.8371700761219525e-06,499
0,5.837170192535268e-06,0.06258811056613922,,499
,,,5.8371700761219525e-06,549
0,5.837170192535268e-06,0.05284363031387329,,549
,,,5.8371700761219525e-06,599
0,5.837170192535268e-06,0.05173632130026817,,599
,,,5.8371700761219525e-06,649
0,5.837170192535268e-06,0.045108117163181305,,649
,,,5.8371700761219525e-06,699
0,5.837170192535268e-06,0.03930225223302841,,699
,,,5.8371700761219525e-06,749
0,5.837170192535268e-06,0.035344935953617096,,749
,,,5.8371700761219525e-06,799
0,5.837170192535268e-06,0.035771727561950684,,799
,,,5.8371700761219525e-06,849
0,5.837170192535268e-06,0.033588167279958725,,849
,,,5.8371700761219525e-06,899
0,5.837170192535268e-06,0.030200494453310966,,899
,,,5.8371700761219525e-06,949
0,5.837170192535268e-06,0.028951222077012062,,949
,,,5.8371700761219525e-06,999
0,5.837170192535268e-06,0.02820507250726223,,999
,,,5.8371700761219525e-06,1049
0,5.837170192535268e-06,0.026919050142169,,1049
,,,5.8371700761219525e-06,1099
0,5.837170192535268e-06,0.027100801467895508,,1099
,,,5.8371700761219525e-06,1149
0,5.837170192535268e-06,0.02521815337240696,,1149
,,,5.8371700761219525e-06,1199
0,5.837170192535268e-06,0.023042792454361916,,1199
,,,5.8371700761219525e-06,1249
0,5.837170192535268e-06,0.023222243413329124,,1249
,,,5.8371700761219525e-06,1299
0,5.837170192535268e-06,0.020527023822069168,,1299
,,,5.8371700761219525e-06,1349
0,5.837170192535268e-06,0.020663991570472717,,1349
,,,5.8371700761219525e-06,1399
0,5.837170192535268e-06,0.02169608138501644,,1399
,,,5.8371700761219525e-06,1449
0,5.837170192535268e-06,0.018245002254843712,,1449
,,,5.8371700761219525e-06,1499
0,5.837170192535268e-06,0.01811799220740795,,1499
,,,5.8371700761219525e-06,1549
0,5.837170192535268e-06,0.01857718639075756,,1549
,,,5.8371700761219525e-06,1599
0,5.837170192535268e-06,0.019598113372921944,,1599
,,,5.8371700761219525e-06,1649
0,5.837170192535268e-06,0.018881600350141525,,1649
,,,5.8371700761219525e-06,1699
0,5.837170192535268e-06,0.016138700768351555,,1699
,,,5.8371700761219525e-06,1749
0,5.837170192535268e-06,0.016959959641098976,,1749
,,,5.8371700761219525e-06,1799
0,5.837170192535268e-06,0.018458416685461998,,1799
,,,5.8371700761219525e-06,1849
0,5.837170192535268e-06,0.016602834686636925,,1849
,,,5.8371700761219525e-06,1899
0,5.837170192535268e-06,0.016648655757308006,,1899
,,,5.8371700761219525e-06,1949
0,5.837170192535268e-06,0.0159467700868845,,1949
,,,5.8371700761219525e-06,1999
