epoch,learning_rate,learning_rate_epoch,learning_rate_step,loss_epoch,loss_step,step,val_loss
,2.0040822890180433e-07,,,,,49,
0,,,2.0040822334976838e-07,,3.003648032517958e-07,49,
,2.0166553684208367e-07,,,,,99,
0,,,2.016655429315506e-07,,3.2939189509306743e-07,99,
,2.0376942172810168e-07,,,,,149,
0,,,2.037694173395721e-07,,3.002940331953141e-07,149,
,2.0671541219068032e-07,,,,,199,
0,,,2.0671541278716177e-07,,2.7603803687270556e-07,199,
,2.104972471406132e-07,,,,,249,
0,,,2.1049724807653547e-07,,3.289492269686889e-07,249,
,2.1510688907530543e-07,,,,,299,
0,,,2.1510689407477912e-07,,3.0796758210271946e-07,299,
,2.2053454116081226e-07,,,,,349,
0,,,2.2053454529213923e-07,,3.477085499525856e-07,349,
,2.2676866805296926e-07,,,,,399,
0,,,2.2676866251458705e-07,,3.009401723375049e-07,399,
,2.33796020413364e-07,,,,,449,
0,,,2.3379601543638273e-07,,3.185072330325056e-07,449,
,2.416016630680456e-07,,,,,499,
0,,,2.416016684492206e-07,,2.7470781560623436e-07,499,
,2.501690067491266e-07,,,,,549,
0,,,2.5016899485308386e-07,,2.7789343448603177e-07,549,
,2.594798433518171e-07,,,,,599,
0,,,2.594798331756465e-07,,2.9879865337534284e-07,599,
,2.6951438463195964e-07,,,,,649,
0,,,2.695143734854355e-07,,3.3502166729704186e-07,649,
,2.802513042618205e-07,,,,,699,
0,,,2.802512995003781e-07,,2.738174771366175e-07,699,
,2.9166778315475866e-07,,,,,749,
0,,,2.916677885878016e-07,,2.8968415222152544e-07,749,
,3.037395579624423e-07,,,,,799,
0,,,3.0373956860785256e-07,,2.97644305646827e-07,799,
,3.1644097264154193e-07,,,,,849,
0,,,3.1644097475691524e-07,,2.9603211260109674e-07,849,
,3.2974503298030816e-07,,,,,899,
0,,,3.297450348327402e-07,,2.8560964437929215e-07,899,
,3.436234639691467e-07,,,,,949,
0,,,3.436234692344442e-07,,2.6265954033988237e-07,949,
,3.58046769893263e-07,,,,,999,
0,,,3.580467762276385e-07,,2.8805808938159316e-07,999,
,3.729842970196611e-07,,,,,1049,
0,,,3.729842887878476e-07,,3.0465108125099505e-07,1049,
,3.8840429874526944e-07,,,,,1099,
0,,,3.884042882873473e-07,,3.043767833332822e-07,1099,
,4.042740030677347e-07,,,,,1149,
0,,,4.0427400449516426e-07,,2.496991271527804e-07,1149,
,4.205596822354868e-07,,,,,1199,
0,,,4.205596724204952e-07,,2.710994237986597e-07,1199,
,4.372267244290518e-07,,,,,1249,
